Project_ID,Update_Day,Planned_Cost,Planned_Labour,Planned_Material,Actual_Cost,Actual_Labour,Actual_Material,%Work_Completed,External_Delay,Internal_Delay,Delay_Label
PROJ_00032,2023-10-04,516682732197.38135,497,252449313731.2772,389928045000.3273,404,185324458237.20807,35.88033437055339,7,2,True
PROJ_00033,2024-03-09,3044827568793.9224,444,1744069755758.42,4039557925502.909,542,1960281133104.717,61.84194945196742,7,5,True
PROJ_00034,2025-09-11,32006084209.09478,135,23151449347.59297,25111852684.860138,151,9185321554.671694,23.912561685651674,2,1,False
PROJ_00035,2024-12-03,1014251463299.7067,204,460116182764.0472,1147695948419.7993,196,448806312150.01654,97.11818278974151,5,4,True
PROJ_00036,2024-09-10,296354461436.35254,223,100138786137.67126,312661683716.946,247,103940199298.41888,87.31735520461554,5,2,False
PROJ_00037,2024-07-08,3837607807111.6445,23,1333963073267.0466,2698944275851.9717,26,925484812273.2596,13.490310741128285,5,1,False
PROJ_00038,2024-03-05,1952216051322.1084,95,791373415028.2596,1371920252997.118,89,535504287942.0695,12.097070704427964,6,3,True
PROJ_00039,2024-05-05,1310751589962.0713,449,584983489169.1484,911467509349.0173,540,404322899791.9943,32.97709724630532,2,3,False
PROJ_00040,2024-09-06,1061174448495.9442,344,576302607469.5181,760525020045.764,294,414683999684.1798,25.70106274327927,7,3,True
PROJ_00041,2024-01-10,832459695114.706,148,495657246601.4023,586338482810.0754,118,341343752346.2479,31.98163840195312,5,2,False
PROJ_00042,2023-12-31,11776206875489.299,428,4774278460090.348,13416739893092.15,385,4525048858323.356,92.76821023451116,6,4,True
PROJ_00043,2024-10-21,589740451739.0912,388,281151901573.28424,692219475482.0381,323,287827878827.0018,90.89994226214226,8,3,True
PROJ_00044,2024-01-05,26757067316.87007,76,9658681973.641113,4459777935.08875,82,5350707673.897615,33.625529385461874,6,3,True
PROJ_00045,2024-09-29,181486441375.69852,303,87644350096.71367,143254400543.49823,276,60256006812.154564,37.82576428464554,7,6,True
PROJ_00046,2024-09-14,1114153222604.2505,227,529023033552.63824,1104976907082.2415,250,536095443143.2844,50.51985745760397,4,4,True
PROJ_00047,2025-06-07,407855702818.8538,223,241923522978.49902,325384126793.69055,246,174851197791.8313,12.182175915912007,3,2,False
PROJ_00048,2024-06-24,103189793427.60756,322,24523922136.066437,49464607494.62028,337,20281443662.813953,33.286906433540274,7,2,True
PROJ_00049,2023-11-11,248770272355.59372,72,82632346318.75993,164358076754.94598,72,64718468544.5843,21.907006474073473,7,2,True
PROJ_00050,2025-01-10,168590560216.8121,314,55524591040.46993,113703554918.81143,279,25253491906.60917,47.18825683749697,5,2,False
PROJ_00051,2025-03-30,253289183332.96323,467,145237521450.81204,330353467079.8131,541,174949554136.9764,52.770169540060586,7,5,True
PROJ_00052,2024-02-02,347718147834.2009,311,184485197097.0426,231400625718.44876,252,120152460011.03291,39.81573458344396,4,1,False
PROJ_00053,2024-10-19,30778866249.644516,11,15468824573.537733,43128839073.3916,14,15107903718.064976,62.362504320854015,3,5,True
PROJ_00054,2023-12-17,421383672892.7936,68,232094016026.78543,429751083489.6707,82,291525876258.3497,80.01126765502272,2,3,False
PROJ_00055,2025-04-15,35449549561.32556,224,24307608187.61414,51072418908.92917,194,13009453135.10596,82.35052199701589,4,2,False
PROJ_00056,2024-07-24,1286945623514.4844,107,617178560844.3823,1348383780386.8508,117,599235360912.7659,66.36834114211985,5,2,False
PROJ_00057,2025-07-02,25248067633.48312,173,22891851518.790333,8553684041.677359,181,10720476976.01823,29.72981169262103,6,2,True
PROJ_00058,2025-06-22,1836377421522.9094,82,599223874323.667,2031725945936.8408,103,556151915990.82,72.99002470196464,7,2,True
PROJ_00059,2024-10-02,292933156866.9418,312,89797023806.53503,373348010935.26404,341,116015956119.5101,95.78569233093808,9,1,True
PROJ_00060,2025-05-11,62704661144.01483,400,17447427107.09107,48866871325.30485,335,17287700096.82307,69.45730366649966,9,2,True
PROJ_00061,2024-04-11,2143432198978.7842,373,1002286337919.6538,2474729146741.8257,300,922658324332.8788,80.04735071348613,9,3,True
PROJ_00062,2025-09-18,16092495596942.1,245,9584300746940.287,16976963816735.896,224,8743148533747.731,76.87354305057853,4,2,False
PROJ_00063,2023-12-08,27291164318.656822,353,12003686843.145336,34524251672.50254,290,6071714439.311603,95.65492235076744,9,4,True
PROJ_00064,2023-11-13,657421283100.2751,63,375524910094.2037,801200480171.9437,67,420078506422.0153,88.4063005520963,6,2,True
PROJ_00065,2025-08-05,92460556063.80342,114,36857303648.02842,70204559875.47794,91,36785975115.21601,27.368546319858215,3,4,False
PROJ_00066,2024-05-18,345295144083.41595,46,123278372109.8545,401959111225.9804,56,154878990749.788,68.12273722135711,6,5,True
PROJ_00067,2024-07-20,1117305957613.8743,354,646205970111.758,790440327941.6691,381,462136031928.6724,10.466970353425667,6,3,True
PROJ_00068,2023-12-18,108968578633.63928,22,46138917469.56761,123390031823.22932,27,55879908542.80073,98.17926871932256,5,6,True
PROJ_00069,2024-05-23,268594223843.28372,26,131087367018.17757,262272237527.86777,21,158858789761.6642,70.96309021638157,2,6,True
PROJ_00070,2024-01-09,1778663837315.1816,468,913437447821.4735,1262210960142.4868,533,631684768878.0519,44.55401187845164,6,1,False
PROJ_00071,2024-10-21,219410421400.44324,30,132446942816.66808,276584950005.1817,27,122728778092.12871,85.53934628227813,7,5,True
PROJ_00072,2024-07-08,256018656624.94797,59,130783886373.4795,263739639047.15375,50,147815223091.68674,62.667626943232534,1,4,False
PROJ_00073,2025-01-04,43196137033.364044,453,12536288906.716068,45834277313.80739,471,12388475764.074373,58.20716359835137,4,1,False
PROJ_00074,2025-07-09,1515146565509.6816,298,887681392391.211,1476679625166.7812,310,856442472858.1921,90.63174554281403,4,0,False
PROJ_00075,2024-10-05,1922591616771.2712,251,767172878748.112,1927453458346.4255,217,822526313743.0436,51.49210443907527,2,1,False
PROJ_00076,2024-03-12,1426466207253.9941,491,446655680276.66785,1921493883578.3103,585,471983325356.9667,67.12002902945152,7,7,True
PROJ_00077,2024-10-11,4090373749113.358,21,1534964035056.089,2873495500284.093,27,1081214169249.3981,15.863498520350415,6,3,True
PROJ_00078,2024-09-25,69748884990.73506,44,29049489440.319904,20354249884.72298,35,8344063651.490893,41.86615529536708,6,5,True
PROJ_00079,2024-04-29,3148222408649.896,429,1335436546539.5842,2212532393826.2866,551,934008689850.2183,27.700952426876658,6,3,True
PROJ_00080,2025-08-14,322489588049.7949,327,106014251908.98073,215970859095.37186,357,61146546908.9816,40.339322008302254,5,2,False
PROJ_00081,2024-06-27,25616349089.266983,296,19899478032.79245,26802808996.8018,242,6377945263.9295635,7.408540311632626,5,3,True
PROJ_00082,2025-09-15,218633530209.7371,129,106958812244.32613,253692800622.00476,163,97601481166.80922,58.41954876863492,3,1,False
PROJ_00083,2025-08-27,262061697440.59473,254,94498865475.59781,187577785282.98965,269,58156986261.92799,10.120505682514429,5,3,True
PROJ_00084,2025-07-22,71653402628.634,135,25612144375.375816,84084904706.1022,149,24811330296.401337,70.24256013946574,5,6,True
PROJ_00085,2023-12-10,165254554758.08255,337,83706493254.44672,212857985726.36646,318,84174468661.59712,91.86954653329892,7,4,True
PROJ_00086,2025-06-12,2041343353324.6995,141,1017508549293.2634,2531791497100.137,161,1039564209006.827,81.00332443267824,6,2,True
PROJ_00087,2025-07-09,36884434734.36396,300,15968880936.67075,22821454643.339146,320,4090420271.432624,7.325746908667998,8,3,True
PROJ_00088,2024-03-21,913531242101.3491,373,535569792010.86005,616192517760.7234,472,372976233024.7219,2.069810093478193,1,4,False
PROJ_00089,2025-03-27,342152768873.1941,382,128265960828.0638,231994727658.79486,435,81193863101.70416,30.932971482098658,6,1,False
PROJ_00090,2024-06-04,5224048731426.692,321,2810271872440.2563,3635335123027.568,359,1970027372051.7578,18.59232864144982,5,1,False
PROJ_00091,2024-03-13,2393735282904.558,280,1152820451941.4072,1665847002307.99,287,806590269738.9294,41.32057704327986,7,2,True
PROJ_00092,2025-01-13,731165586364.3785,235,319787119150.6093,745770911755.3807,204,309954811502.29095,53.744729687640195,3,3,False
PROJ_00093,2024-10-20,4022352591225.2207,51,1721148430949.2146,4868876650292.836,42,2011504591606.1575,71.92512842920021,4,2,False
PROJ_00094,2024-06-30,136159453092.10974,388,53263520447.506836,130633412689.18459,347,41094110345.69154,61.456016360318216,5,3,True
PROJ_00095,2025-07-14,38276491549.46419,300,14926593187.20279,9623726405.6973,307,18173477738.010704,46.48683356845838,3,3,False
PROJ_00096,2025-09-01,2356457579486.58,477,1028913954768.6155,1642301660946.0378,442,730417952900.3824,38.15281713799043,2,4,False
PROJ_00097,2025-04-20,527413186628.2234,469,269268656794.82187,584254221898.4073,594,287672795335.385,71.03406854143232,2,1,False
PROJ_00098,2024-05-09,73983404098.99095,416,53274725558.623825,111980793391.80077,376,55896510431.17198,87.28695599952034,6,5,True
PROJ_00099,2025-08-29,148406996313.39923,215,86380938518.38011,185780190649.07568,211,88294665285.3906,64.34548840118357,7,2,True
PROJ_00100,2024-08-25,371624982757.2871,297,117011120794.98822,391845482729.1794,327,114371932079.54935,59.444228290074875,4,0,False
PROJ_00101,2023-11-24,1808967988933.1643,427,801276615449.2986,1291278616213.1343,363,549515361935.0704,5.816084069666321,5,1,False
PROJ_00102,2024-05-19,315343188535.29663,112,130658043942.30684,239476462861.11194,111,79663730343.44789,23.206953671458873,6,4,True
PROJ_00103,2023-10-30,119173778122.94156,414,39832792735.82651,127775327013.52913,444,17571319506.544044,25.954136543625356,4,5,True
PROJ_00104,2024-08-16,75622677792.12447,61,17310819640.72262,42952708651.311005,57,22325964666.518417,65.2076495669375,6,3,True
PROJ_00105,2024-11-11,1110225175065.037,293,536373058990.0798,1200133474425.248,246,601710361443.2703,65.93074279712354,5,3,True
PROJ_00106,2024-06-28,88817730285.9722,375,55586219730.39343,129937360811.54868,396,74510110107.80031,97.00487443000299,6,1,False
PROJ_00107,2023-12-04,108451920998.15033,338,54792439350.01953,82379450684.29062,381,38615755717.68561,20.5131741693816,5,7,True
PROJ_00108,2024-05-01,754262025930.9875,192,256385616924.77527,523532052938.9383,248,169883893501.48004,37.85511424370533,5,1,False
PROJ_00109,2025-04-30,1011211985774.5875,277,567221862175.5662,714605500079.7692,322,402300879679.271,25.499839733216085,10,1,True
PROJ_00110,2024-08-15,338764072090.362,97,133414611619.78357,244693670821.20456,98,101594456637.07764,41.27404401902211,4,2,False
PROJ_00111,2024-05-02,2382802869913.7217,373,1228808738307.6985,2719416506046.7095,364,1404230359102.1929,99.29893578433786,3,3,False
PROJ_00112,2025-07-30,280611791968.9415,99,147430426029.25955,295580374862.2647,98,162105558280.80627,83.15402880665155,2,5,False
PROJ_00113,2025-02-20,118024876472.76556,163,46752924487.18549,69955786230.49881,178,31759507047.314293,41.21421311589982,1,3,False
PROJ_00114,2024-11-06,137995056182.33878,345,53495875649.40048,158306372662.40448,395,58116805397.30418,70.1376456328604,4,2,False
PROJ_00115,2025-07-17,376353695351.54987,182,130766167453.72038,269105514380.3526,182,89412717750.43536,32.962872765893465,3,7,True
PROJ_00116,2025-01-09,1948691177156.61,409,715228774575.627,2021254548026.4966,425,732378882290.129,56.617878848089404,8,3,True
PROJ_00117,2024-02-21,418853295234.7017,99,125082187624.50972,498641763214.8322,82,136891811697.80629,72.8846262246701,6,3,True
PROJ_00118,2024-06-25,92385486959.90276,229,46822099523.47356,78281118437.66823,254,46163316681.07758,97.60443967819528,4,1,False
PROJ_00119,2024-02-17,29472952065.728645,484,9237208474.054708,57189872963.897896,545,18204602071.420296,89.85817266641746,5,4,True
PROJ_00120,2024-06-06,21604571601.428417,354,35249558567.177765,71226126154.08871,404,35784780638.25892,96.6945509450427,1,2,False
PROJ_00121,2025-04-24,1485249910893.7925,432,762422165667.8853,1419248268933.8735,359,806873502251.5187,54.41237445589674,3,6,True
PROJ_00122,2025-04-01,250602828172.11465,201,126328796644.7172,191401048735.66562,186,89903277180.90659,49.6815880631282,5,2,False
PROJ_00123,2024-06-23,3513952620976.008,378,1078855342686.1661,2451423532248.5996,356,758876911446.1305,6.529726056156859,6,4,True
PROJ_00124,2025-05-18,5449401276163.535,64,2676806396022.0967,3785215957819.441,52,1884286640139.044,19.467963578781582,6,3,True
PROJ_00125,2024-12-09,1058261393438.3114,110,460315731028.0863,1357318399419.1387,88,487527563711.55664,61.716287524258185,8,3,True
PROJ_00126,2025-05-17,4796525287493.279,427,1753743742248.5522,3367930764400.3115,529,1226384653124.749,38.0314826792208,7,3,True
PROJ_00127,2024-11-09,161768243992.8692,227,54721720471.54593,108859414825.61238,258,38090953774.833145,24.163307401358654,5,5,True
PROJ_00128,2024-10-02,147684155942.74142,432,55207890373.81618,183241302097.98715,360,65647573989.22212,65.62233893214554,2,3,False
PROJ_00129,2024-05-09,2909902006933.7344,493,1638387408855.5889,3326707271239.16,635,1525145389140.4634,76.45675437176504,6,4,True
PROJ_00130,2024-02-16,162884187738.63092,353,48687657915.97027,163866348064.8355,294,39445984123.56113,96.55282105996965,10,3,True
PROJ_00131,2025-03-02,377181470102.7888,317,145795330793.8968,418208971936.2287,291,166976722550.9115,59.741691373964294,3,6,True
PROJ_00132,2025-02-14,361902228623.56866,73,203145921708.47,424473260509.09247,83,178101916476.96976,57.29395728921391,6,3,True
PROJ_00133,2023-12-30,298668222205.85815,24,136909128148.1857,408573092048.52496,26,127721621214.70421,89.39818652120266,7,6,True
PROJ_00134,2023-11-15,98261125338.30145,277,51521830465.407455,124438681229.18982,337,68453827034.10773,90.53367480158006,6,4,True
PROJ_00135,2024-01-18,173135885745.3547,254,85854196986.61978,196089182997.8176,267,112239870949.6418,51.188235522175084,4,1,False
PROJ_00136,2024-03-02,5647118436670.833,156,2471292924787.334,6886746822673.948,180,2826273721898.857,92.88473481207342,6,5,True
PROJ_00137,2025-07-01,1121459280856.76,170,484935186049.77893,786695423824.5201,216,342437743039.192,36.72591393335272,3,1,False
PROJ_00138,2024-03-09,72702358277.0086,340,38100780547.839264,75241376305.08282,412,34002268076.854706,50.248685436637686,2,3,False
PROJ_00139,2025-08-24,775866777815.6123,277,290096888170.22656,539169852319.06976,314,206059063150.35495,48.552090692977714,2,6,True
PROJ_00140,2024-12-03,1470332479039.0198,197,541082922905.1547,1036129785872.0833,196,372141623569.9157,38.57575904927483,5,1,False
PROJ_00141,2025-05-30,64593768740.8578,16,17050459955.407095,53895183897.72863,16,20268760297.14748,88.97145681709017,2,3,False
PROJ_00142,2023-12-02,1397181295811.1199,427,764646674842.9219,1795676847414.285,386,904934566842.6233,58.08429511822958,4,3,False
PROJ_00143,2024-10-26,34010094142.922676,271,14752849868.20805,0.0,262,3850681707.4557066,45.86610877911463,6,5,True
PROJ_00144,2024-10-22,443207676739.40594,171,157751356223.20242,310564352264.4712,222,107260711952.98047,24.342354574249473,7,3,True
PROJ_00145,2025-05-30,155108480081.42844,282,87445060181.64534,109892406567.62708,330,63429682249.22646,29.848944477204885,8,4,True
PROJ_00146,2025-01-19,428960296654.25995,434,238517938908.69028,473454603306.91284,431,243314944447.0664,94.45373178155755,6,2,True
PROJ_00147,2025-03-22,19209405987030.586,188,10915474766208.727,13462017767926.268,210,7648940121355.192,45.64734647833751,6,0,False
PROJ_00148,2024-06-11,72805344395.35634,332,36326179684.01042,92389043895.98558,315,46212014968.53548,51.0303797541061,3,3,False
PROJ_00149,2025-04-16,135278894822.65654,193,64718507263.33834,128159666548.84637,187,65691811504.202065,79.5263439144734,4,0,False
PROJ_00150,2023-10-09,432976680039.0956,44,202081486774.13437,305727906494.08545,37,149422077724.9381,8.931444485224933,3,1,False
PROJ_00151,2025-08-24,331835096885.0274,25,175904599346.67416,252678063653.97055,21,119511349936.80177,11.509989237985488,5,3,True
PROJ_00152,2024-01-23,342719683873.36505,304,132197333616.09306,413458780063.5732,346,128575751062.62111,63.70541498603811,7,2,True
PROJ_00153,2025-08-26,1159835911421.0808,417,455393662387.3528,1415171661806.1504,373,509185070363.93066,56.572944018599024,4,5,True
PROJ_00154,2025-03-30,933996263335.7429,218,297858150683.3143,1131570554555.7964,213,285546519098.2609,83.84494141245112,0,3,False
PROJ_00155,2024-06-27,166090098038.42236,109,91394229065.42407,190383085544.6009,101,108585806230.51613,94.30348324985745,5,4,True
PROJ_00156,2025-07-15,125073536768.42265,20,91315142474.11719,130454588333.4782,18,79323744730.45996,70.4162598183625,4,4,True
PROJ_00157,2024-09-10,143264321970.9077,498,58731863113.63442,180713024804.2225,581,73228649758.18158,54.913733778679095,8,2,True
PROJ_00158,2024-01-20,410073978327.0158,319,147722715331.1672,422568250237.38464,388,128524388209.79631,88.98450942114214,2,2,False
PROJ_00159,2024-07-24,34019136595.462826,479,13316036032.119417,32300053602.334454,478,13059918405.852732,95.02132914431802,4,2,False
PROJ_00160,2024-12-16,38039715757.9845,474,5510048134.23255,31727394408.94666,383,16785946025.89174,97.51355492546155,1,3,False
PROJ_00161,2024-03-07,377093297512.2993,253,186193546053.16794,537760289355.68994,209,203176737707.57285,57.18800974567379,9,5,True
PROJ_00162,2025-01-04,419009213906.4421,128,211670325784.26654,453410950896.34576,142,243678584933.36826,99.22475713191729,4,1,False
PROJ_00163,2023-10-01,61249084831.5745,190,26532302396.017086,72676206254.95505,191,29810665164.61004,90.66369929199325,7,5,True
PROJ_00164,2024-06-23,106143152107.20564,131,62068192348.59052,77419435475.56927,108,46609668917.77394,7.703902340454112,5,2,False
PROJ_00165,2025-02-21,182535729163.2154,79,62435596259.26103,212255067805.52966,63,69051244277.59389,63.83137057104492,7,1,True
PROJ_00166,2024-03-28,83623661178.19307,282,54132170979.02928,136595932287.07219,295,47929401011.09831,52.234406869986785,6,3,True
PROJ_00167,2025-02-28,50966424638.23433,261,33595213746.28706,66382804537.94431,271,19906561858.962498,51.60016553172611,5,5,True
PROJ_00168,2024-01-14,290028734313.119,355,124130230951.21155,315814345106.825,323,105547248117.12437,78.62653589068357,5,2,False
PROJ_00169,2025-06-29,176120571819.62268,230,76069065093.75488,232426490854.03915,213,83094063876.04901,72.0015339357846,5,7,True
PROJ_00170,2024-07-29,183046443008.05368,484,61174454495.17629,219517977443.89197,418,60093890051.155495,94.14855717875663,8,4,True
PROJ_00171,2025-07-13,125320698811.2434,147,39593974809.47984,94480990954.34494,131,30371728203.65761,20.517450891494164,1,1,False
PROJ_00172,2025-02-28,1110256093558.1692,178,614108657164.6818,794258191313.7123,190,429701094100.5154,42.09777156876159,5,7,True
PROJ_00173,2025-06-12,672703466100.2977,18,253811669321.91092,781418415248.6041,16,232328977380.95557,62.99040653733059,6,4,True
PROJ_00174,2024-04-18,238244868650.43213,387,105784474267.36365,268402097541.71283,341,126709276822.3031,86.04683426158954,4,7,True
PROJ_00175,2024-03-02,129358412002.35237,348,62908896366.766945,91248680706.18784,299,41196946640.19074,12.767910466313445,7,3,True
PROJ_00176,2024-10-14,625022488215.1947,98,213240628978.062,436079176209.0392,105,155693583041.51196,30.855530262131527,9,1,True
PROJ_00177,2024-03-11,78606971990.76149,410,40887087102.488556,42143365719.577965,370,29269720918.162186,42.886541800301416,4,2,False
PROJ_00178,2025-04-02,134313821731.59634,224,59993273960.017914,166504349233.4541,199,69879785505.80046,75.0493019222461,3,2,False
PROJ_00179,2025-03-24,230806778717.96625,462,77728598912.57481,234533040075.8444,507,77920157174.30046,58.36686980276332,3,5,True
PROJ_00180,2023-09-28,4627757398891.749,412,2259139653957.4785,4890917738792.28,385,2428700457458.3193,64.89974010689663,1,5,False
PROJ_00181,2025-06-02,249086473163.37476,287,116809880068.34741,185145925685.67615,325,80643539748.50172,37.59528840743872,4,5,True
PROJ_00182,2024-08-24,103921015439.2821,253,47604668772.3431,128528212093.68652,213,51389785491.76817,91.40790218469816,4,4,True
PROJ_00183,2025-02-09,567056246685.9938,56,165956583071.88153,405428329240.26306,61,125681242748.09412,35.53135848915183,1,3,False
PROJ_00184,2023-10-17,58943029226.381035,347,26876015579.114223,35225434921.20535,341,17923756803.51415,82.19710707163988,7,4,True
PROJ_00185,2024-01-20,1718464999214.3984,350,733235999181.006,2214062239901.5425,362,666595754052.8419,87.29626742753824,7,4,True
PROJ_00186,2024-10-03,129531140873.72992,12,49788333693.65022,121879701572.71277,13,61463389242.38997,65.32425843756425,2,1,False
PROJ_00187,2024-08-07,779775201658.0088,300,409861352018.7,535188073946.6985,280,291523036508.2498,0.7091039131516457,5,6,True
PROJ_00188,2024-05-30,856259375186.6389,15,405591421212.9656,1021474999721.3646,12,369762862685.02484,50.14041845289825,8,3,True
PROJ_00189,2023-11-26,392370525508.94763,159,176869861859.05853,275763805132.56744,146,126179875965.63419,34.62072350697246,6,2,True
PROJ_00190,2024-05-31,1979558711300.699,161,953629843273.6495,2220763528639.1562,177,893550560720.1978,55.897366614497244,6,4,True
PROJ_00191,2025-04-30,77077304905.70903,291,38451514417.27992,48346292041.30544,251,29682573523.325283,11.461050422275823,11,6,True
PROJ_00192,2023-12-17,1570154170899.2314,156,873206546604.9647,2287482763771.056,167,1040072173173.2878,88.16559060579641,5,2,False
PROJ_00193,2023-12-24,444435973371.9096,182,188682098388.28278,468586430969.6263,209,198069378665.77295,51.444268700100416,4,2,False
PROJ_00194,2025-02-06,169561558926.7037,488,66663431034.50151,114757588222.03555,577,54562980912.09096,0.834499947388248,3,3,False
PROJ_00195,2023-12-07,919017216733.6205,304,474653921005.054,1107729744301.6348,267,472583131456.09784,75.99217424458796,1,4,False
PROJ_00196,2025-03-26,30759058695.511105,355,32913096963.473526,65533676210.13099,359,36894972542.45741,57.74755107326047,5,2,False
PROJ_00197,2024-02-03,32179226292.281395,90,15013183242.414188,20040391462.231155,109,17206738208.65681,13.247277106981375,8,4,True
PROJ_00198,2024-02-06,819837913045.6759,489,442220134872.38074,587951393769.8309,606,312553484164.8697,18.871730655444406,4,1,False
PROJ_00199,2025-08-03,136934297718.33817,187,82786189611.98477,112748499157.85312,193,56113699223.40943,42.89716072793944,5,9,True
PROJ_00200,2025-01-26,72572903582.98286,300,22486090519.92641,56920611670.40405,365,18771002568.336754,36.16985001682237,5,3,True
PROJ_00201,2025-04-12,6701873608197.51,350,2808142392905.0737,4698311512929.462,388,1970331326378.7239,38.93972578441295,4,4,True
PROJ_00202,2024-03-15,23051677755.876606,59,5217226929.780285,9773034859.934534,67,8022621810.557645,80.50075220767648,5,3,True
PROJ_00203,2024-06-25,49631008488.460175,348,25884223911.697407,35926470589.64261,397,27148199566.564445,81.10655967878223,2,3,False
PROJ_00204,2025-03-21,262516594007.7403,305,134696316084.58635,270115838239.5014,248,143712962865.09567,95.87465828654344,5,4,True
PROJ_00205,2025-06-10,431427606522.22534,125,168582821977.58435,481399617434.5199,143,169977145836.5263,69.06952071669005,7,1,True
PROJ_00206,2024-12-04,781056578588.3811,382,247548378270.87637,565161768003.3263,345,172726194464.2252,33.24754329104521,5,1,False
PROJ_00207,2024-05-01,10791287066.682045,403,6399302132.29683,29050600820.614117,449,10957942631.505196,44.05591788243564,4,1,False
PROJ_00208,2025-04-02,53221921793.52827,22,8870510066.319536,28881113483.580135,20,11050598771.113396,20.865411727307112,4,1,False
PROJ_00209,2025-09-03,213542388060.8881,495,99373739363.50609,131829153875.69678,573,71041390451.88249,30.333537280362677,1,4,False
PROJ_00210,2024-04-20,54558806926.52465,98,26876245600.36878,82009771180.4851,120,30659111704.463165,66.71931333168452,8,5,True
PROJ_00211,2025-09-27,123157391249.63055,354,66423337981.07797,134491749574.80368,443,67770448317.544754,90.19521049320642,11,4,True
